scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,collision_episodes,obstacle_collision_episodes,robot_collision_episodes,obstacle_episodes_obstacle_initiated,obstacle_episodes_robot_initiated,minimum_clearance_mm,minimum_robot_clearance_mm,minimum_obstacle_clearance_mm,contact_time_ms
random-s0-0004,voronoi,event,50.0,100.0,30.0,1,0,0,0,0,0,0,39.66203928285404,39.66203928285404,113.69997019418486,0.0
random-s0-0004,voronoi,event,150.0,20.0,30.0,1,0,0,0,0,0,0,69.4504600839297,111.75426487183512,69.4504600839297,0.0
random-s0-0004,voronoi,event,150.0,100.0,30.0,1,0,0,0,0,0,0,60.62974439203043,139.54040249972076,60.62974439203043,0.0
random-s0-0004,prm,once,0.0,20.0,30.0,1,0,2,0,2,0,0,-115.63095203453436,-115.63095203453436,127.13540031209504,300.0
random-s0-0004,prm,cycle,0.0,20.0,30.0,1,0,0,0,0,0,0,61.594394464364,82.46023033295512,61.594394464364,0.0
random-s0-0004,prm,cycle,0.0,100.0,30.0,1,0,2,0,2,0,0,-101.75850690387888,-101.75850690387888,79.91860094608575,100.0
random-s0-0004,prm,cycle,50.0,20.0,30.0,1,0,0,0,0,0,0,70.32334900910331,70.32334900910331,93.20548850747316,0.0
random-s0-0004,prm,cycle,50.0,100.0,30.0,1,0,0,0,0,0,0,52.73376325403885,57.12628503376274,52.73376325403885,0.0
random-s0-0004,prm,cycle,150.0,20.0,30.0,1,0,2,1,1,1,0,-115.63095203453412,-115.63095203453412,-80.87736972697572,500.0000000000001
random-s0-0004,prm,cycle,150.0,100.0,30.0,1,0,2,1,1,1,0,-115.63095203453454,-115.63095203453454,-80.87736972697572,499.99999999999983
random-s0-0004,prm,event,0.0,20.0,30.0,1,0,0,0,0,0,0,44.99431953321243,115.01884084862598,44.99431953321243,0.0
random-s0-0004,prm,event,0.0,100.0,30.0,1,0,1,0,1,0,0,-91.18042177837528,-91.18042177837528,156.60090611880418,60.0
random-s0-0004,prm,event,50.0,20.0,30.0,1,0,0,0,0,0,0,33.50632972357931,44.764514665275954,33.50632972357931,0.0
random-s0-0004,prm,event,50.0,100.0,30.0,1,0,0,0,0,0,0,117.3488072490889,269.9044662469864,117.3488072490889,0.0
random-s0-0004,prm,event,150.0,20.0,30.0,1,0,2,1,1,1,0,-115.63095203453412,-115.63095203453412,-80.87736972697572,500.0000000000001
random-s0-0004,prm,event,150.0,100.0,30.0,1,0,2,1,1,1,0,-115.63095203453454,-115.63095203453454,-80.87736972697572,499.99999999999983
random-s0-0004,visibility,once,0.0,20.0,30.0,1,0,5,1,4,0,1,-115.63095203453436,-115.63095203453436,-44.40591446396124,600.0000000000002
random-s0-0004,visibility,cycle,0.0,20.0,30.0,1,0,1,0,1,0,0,-169.5199793264386,-169.5199793264386,11.801727344632098,259.99999999999994
