scenario,planner,replan_policy,prediction_horizon_ms,replan_period_ms,planning_clearance_mm,trial,seed,status,completed,failed_plans,time_to_goal_ms,simulated_duration_ms,wall_time_ms,realtime_factor,planned_path_length_mm,travelled_distance_mm,straight_line_mm,mean_final_error_mm,max_final_error_mm,max_final_speed_mmps
random-s0-0110,voronoi,cycle,50.0,20.0,0.0,1,0,completed,True,0,3600.0000000000027,3600.0000000000027,753.61292100024,4.776988158883832,25968.479596017765,27352.47967271025,24703.5651055478,58.84633500474404,59.65916684207023,
random-s0-0110,voronoi,cycle,50.0,100.0,0.0,1,0,completed,True,0,3640.000000000002,3640.000000000002,188.12104999960863,19.349243479172447,25968.479596017765,28485.142833957107,24703.5651055478,58.8164593244235,59.63601070683894,
random-s0-0110,voronoi,cycle,150.0,20.0,0.0,1,0,completed,True,0,3960.000000000003,3960.000000000003,1291.6607339998336,3.065820533025906,25914.877033055986,30248.24892490713,24703.5651055478,58.75600516359591,59.74343237839335,
random-s0-0110,voronoi,cycle,150.0,100.0,0.0,1,0,completed,True,0,3920.000000000002,3920.000000000002,208.3143800000471,18.817711960159045,25914.877033055986,28543.28713584905,24703.5651055478,58.28140586242082,59.4222780764952,
random-s0-0110,voronoi,event,0.0,20.0,0.0,1,0,completed,True,0,3520.0000000000027,3520.0000000000027,197.215679999772,17.848479390706018,25995.62905413908,27891.78753351259,24703.5651055478,58.79919317049317,59.81438147182771,
random-s0-0110,voronoi,event,0.0,100.0,0.0,1,0,completed,True,0,3700.000000000002,3700.000000000002,87.45721100012815,42.30640284189465,25995.62905413908,27781.10475770764,24703.5651055478,58.55876774469629,59.256792725606886,
random-s0-0110,voronoi,event,50.0,20.0,0.0,1,0,completed,True,0,3580.0000000000027,3580.0000000000027,196.8154209998829,18.18963159397013,25968.479596017765,26893.74879373636,24703.5651055478,59.15977524643126,59.82794085285301,
random-s0-0110,voronoi,event,50.0,100.0,0.0,1,0,completed,True,0,3660.000000000002,3660.000000000002,96.524591999696,37.91779819190046,25968.479596017765,28570.33063135026,24703.5651055478,58.046917801869775,59.02515808835278,
random-s0-0110,voronoi,event,150.0,20.0,0.0,1,0,completed,True,0,4719.999999999987,4719.999999999987,338.3591000001616,13.949676541868486,25914.877033055986,31486.55116046859,24703.5651055478,58.51090836900255,59.40788874992113,
random-s0-0110,voronoi,event,150.0,100.0,0.0,1,0,completed,True,0,8599.999999999904,8599.999999999904,158.32824000017354,54.31753678301784,25914.877033055986,34576.67023196276,24703.5651055478,58.46877539078903,59.808938319610434,
random-s0-0110,prm,once,0.0,20.0,0.0,1,0,completed,True,0,4819.999999999985,4819.999999999985,36.26685300014287,132.9037289224129,25178.27779667713,24805.618458226945,24703.5651055478,58.76127931862294,59.615441664496224,
random-s0-0110,prm,cycle,0.0,20.0,0.0,1,0,completed,True,0,3100.0000000000023,3100.0000000000023,513.8688160000129,6.03266807301248,25178.27779667713,26439.8974852454,24703.5651055478,58.51913888333505,59.3249689914506,
random-s0-0110,prm,cycle,0.0,100.0,0.0,1,0,completed,True,0,3100.0000000000014,3100.0000000000014,116.7344220002633,26.55600590537904,25178.27779667713,26596.65517781348,24703.5651055478,58.84949745945556,59.54335837360405,
random-s0-0110,prm,cycle,50.0,20.0,0.0,1,0,completed,True,0,3200.0000000000023,3200.0000000000023,553.562540999792,5.780737970854146,25178.27779667713,25209.132905435832,24703.5651055478,58.51165828709151,59.55544447883393,
random-s0-0110,prm,cycle,50.0,100.0,0.0,1,0,completed,True,0,3240.0000000000014,3240.0000000000014,132.29697400038276,24.49035606808836,25178.27779667713,25205.3746635771,24703.5651055478,58.70807401311348,59.55544447883393,
random-s0-0110,prm,cycle,150.0,20.0,0.0,1,0,completed,True,0,3340.0000000000027,3340.0000000000027,600.3046289997656,5.563841820718839,25178.27779667713,25795.04693942893,24703.5651055478,58.96029948778562,59.65343147629569,
random-s0-0110,prm,cycle,150.0,100.0,0.0,1,0,completed,True,0,3680.000000000002,3680.000000000002,184.7486159999789,19.918958418613656,25178.27779667713,28727.30074766896,24703.5651055478,59.13648644954572,59.87126277288363,
random-s0-0110,prm,event,0.0,20.0,0.0,1,0,completed,True,0,3040.0000000000023,3040.0000000000023,151.9429750001109,20.007506105483216,25178.27779667713,26497.61810715654,24703.5651055478,58.92126164544158,59.97864759200452,
random-s0-0110,prm,event,0.0,100.0,0.0,1,0,completed,True,0,3100.0000000000014,3100.0000000000014,81.10188800037577,38.22352446327314,25178.27779667713,26596.65517781348,24703.5651055478,58.84949745945556,59.54335837360405,
random-s0-0110,prm,event,50.0,20.0,0.0,1,0,completed,True,0,4339.999999999995,4339.999999999995,180.321253999864,24.068155604126783,25178.27779667713,27783.08990206162,24703.5651055478,58.67827584547821,59.55544447883393,
random-s0-0110,prm,event,50.0,100.0,0.0,1,0,completed,True,0,3140.0000000000014,3140.0000000000014,75.32168600027944,41.68786131511119,25178.27779667713,25885.78972691069,24703.5651055478,58.454604086917136,59.55544447883393,
random-s0-0110,prm,event,150.0,20.0,0.0,1,0,completed,True,0,4419.999999999994,4419.999999999994,136.08402599993497,32.47993265574099,25178.27779667713,26543.818121914985,24703.5651055478,58.8306941131949,59.70191350618471,
random-s0-0110,prm,event,150.0,100.0,0.0,1,0,completed,True,0,5099.999999999978,5099.999999999978,90.6966669999747,56.23139381738693,25178.27779667713,31711.419396222154,24703.5651055478,58.99164823164173,59.7607653546694,
random-s0-0110,visibility,once,0.0,20.0,0.0,1,0,completed,True,0,3820.0000000000023,3820.0000000000023,35.746060000292346,106.8649244131734,24708.69321657869,24356.34357095854,24703.5651055478,58.65830608703962,59.615441664496224,
random-s0-0110,visibility,cycle,0.0,20.0,0.0,1,0,completed,True,0,2960.0000000000023,2960.0000000000023,650.0267950000307,4.55365843803387,24708.69321657869,24444.075240587357,24703.5651055478,58.69727830373356,59.85832806413092,
random-s0-0110,visibility,cycle,0.0,100.0,0.0,1,0,completed,True,0,2980.0000000000014,2980.0000000000014,134.36385699969833,22.17858333738285,24708.69321657869,24363.600946649534,24703.5651055478,58.83756555780897,59.63755569406701,
random-s0-0110,visibility,cycle,50.0,20.0,0.0,1,0,completed,True,0,3000.0000000000023,3000.0000000000023,734.2666110002938,4.085709407258888,24709.4564604963,24406.15418902934,24703.5651055478,59.09908747380168,59.756407659500205,
random-s0-0110,visibility,cycle,50.0,100.0,0.0,1,0,completed,True,0,3020.0000000000014,3020.0000000000014,141.4246609997463,21.3541257843667,24709.4564604963,24413.338359449022,24703.5651055478,59.1255012367074,59.72773405099574,
random-s0-0110,visibility,cycle,150.0,20.0,0.0,1,0,completed,True,0,3220.0000000000023,3220.0000000000023,996.7529069999728,3.2304897004931337,24711.12944265252,25079.629775509067,24703.5651055478,58.349752151792906,59.63277764125122,
random-s0-0110,visibility,cycle,150.0,100.0,0.0,1,0,completed,True,0,3160.0000000000014,3160.0000000000014,189.3579200000204,16.687973758898817,24711.12944265252,24831.142492433148,24703.5651055478,58.48549339855609,59.49143410941121,
random-s0-0110,visibility,event,0.0,20.0,0.0,1,0,completed,True,0,2960.0000000000023,2960.0000000000023,401.5247570000611,7.371899113059054,24708.69321657869,24441.78160011869,24703.5651055478,58.75037218832583,59.63907485200415,
random-s0-0110,visibility,event,0.0,100.0,0.0,1,0,completed,True,0,2980.0000000000014,2980.0000000000014,131.2890320000406,22.698011818680172,24708.69321657869,24363.600946649534,24703.5651055478,58.83756555780897,59.63755569406701,
random-s0-0110,visibility,event,50.0,20.0,0.0,1,0,completed,True,0,3000.0000000000023,3000.0000000000023,300.6799800000408,9.977385258571571,24709.4564604963,24435.9506186577,24703.5651055478,58.83884235128331,59.55544447883393,
random-s0-0110,visibility,event,50.0,100.0,0.0,1,0,completed,True,0,3020.0000000000014,3020.0000000000014,106.62720499976786,28.32297817434656,24709.4564604963,24417.8792400368,24703.5651055478,59.13242372149301,59.72773405099574,
random-s0-0110,visibility,event,150.0,20.0,0.0,1,0,completed,True,0,3240.0000000000023,3240.0000000000023,135.53437800010215,23.905374029883102,24711.12944265252,24399.762219731703,24703.5651055478,58.62253430568384,59.771710056053664,
random-s0-0110,visibility,event,150.0,100.0,0.0,1,0,completed,True,0,3260.0000000000014,3260.0000000000014,83.5042550002072,39.03992676770677,24711.12944265252,24547.53514634112,24703.5651055478,58.59224085341685,59.31015592818578,
random-s0-0111,voronoi,once,0.0,20.0,0.0,1,0,completed,True,0,7579.999999999926,7579.999999999926,49.92592999997214,151.82491342683363,24494.27246377614,23927.6171302874,23591.698333373435,59.00128238620207,59.70221520138696,
random-s0-0111,voronoi,cycle,0.0,20.0,0.0,1,0,completed,True,0,2740.000000000002,2740.000000000002,208.32665800026007,13.152421424609908,24494.27246377614,23898.20628865929,23591.698333373435,58.65587128409035,59.28098924180658,
random-s0-0111,voronoi,cycle,0.0,100.0,0.0,1,0,completed,True,0,2700.000000000001,2700.000000000001,49.9300219998986,54.075682161836106,24494.27246377614,23997.109931311115,23591.698333373435,58.89210973983797,59.52501581238671,
